business_status,geometry,name,place_id,rating,types,user_ratings_total,vicinity,permanently_closed,place_type
460,OPERATIONAL,"{'location': {'lat': 20.6630015, 'lng': -105.2304364}, 'viewport': {'northeast': {'lat': 20.6643848802915, 'lng': -105.2290978197085}, 'southwest': {'lat': 20.6616869197085, 'lng': -105.2317957802915}}}",Las Quekas Y Algo Mas Portales,ChIJWVPa9QVFIYQRtTuswLInqys,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Mezquital # 603, Los Portales, Puerto Vallarta",,restaurant
461,OPERATIONAL,"{'location': {'lat': 20.6617742, 'lng': -105.2362385}, 'viewport': {'northeast': {'lat': 20.6631011302915, 'lng': -105.2348774697085}, 'southwest': {'lat': 20.6604031697085, 'lng': -105.2375754302915}}}",Tacos de Carnitas al Estilo Tepa,ChIJ8xNCJZFFIYQRo5hWRHL4PXw,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",24.0,"Calle Politécnico Nacional 263, Educación, Puerto Vallarta",,restaurant
462,OPERATIONAL,"{'location': {'lat': 20.6607669, 'lng': -105.2364023}, 'viewport': {'northeast': {'lat': 20.6621128802915, 'lng': -105.2350628697085}, 'southwest': {'lat': 20.6594149197085, 'lng': -105.2377608302915}}}",Restaurant Mar y Tierra,ChIJew8115BFIYQRo7iMb1VIr1c,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",104.0,"48338, Universo 104-C, Educación, Puerto Vallarta",,restaurant
463,OPERATIONAL,"{'location': {'lat': 20.6642263, 'lng': -105.2312236}, 'viewport': {'northeast': {'lat': 20.6655498802915, 'lng': -105.2298602697085}, 'southwest': {'lat': 20.6628519197085, 'lng': -105.2325582302915}}}",Mariscos Mexcaltitan,ChIJ6xFz_JFFIYQRFUF2jRFDavA,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",16.0,"Calle Politécnico Nacional 513, Agua Zarca, Puerto Vallarta",,restaurant
464,OPERATIONAL,"{'location': {'lat': 20.6612594, 'lng': -105.2365854}, 'viewport': {'northeast': {'lat': 20.6626057302915, 'lng': -105.2352445197085}, 'southwest': {'lat': 20.6599077697085, 'lng': -105.2379424802915}}}",Tacos tacubaya,ChIJl-MQPd9FIYQRvMedtAruR_o,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Universo 148d, La Aurora, Puerto Vallarta",,restaurant
465,OPERATIONAL,"{'location': {'lat': 20.660221, 'lng': -105.2364137}, 'viewport': {'northeast': {'lat': 20.6615677302915, 'lng': -105.2350752697085}, 'southwest': {'lat': 20.6588697697085, 'lng': -105.2377732302915}}}",Ta’con Guisos,ChIJ8YQz2B9FIYQRhFkGYYti5Fk,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Universo 113, Educación, Puerto Vallarta",,restaurant
466,OPERATIONAL,"{'location': {'lat': 20.6643415, 'lng': -105.2312372}, 'viewport': {'northeast': {'lat': 20.6656160802915, 'lng': -105.2298464197085}, 'southwest': {'lat': 20.6629181197085, 'lng': -105.2325443802915}}}",Tapia Soto Jose Luis,ChIJaV4VD45FIYQRZw7ZB3t27A0,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Calle Politécnico Nacional 513, Los Portales, Puerto Vallarta",,restaurant
467,OPERATIONAL,"{'location': {'lat': 20.6607857, 'lng': -105.2366362}, 'viewport': {'northeast': {'lat': 20.6621466302915, 'lng': -105.2352457197085}, 'southwest': {'lat': 20.6594486697085, 'lng': -105.2379436802915}}}","Restaurant-Bar ""Las Nenas""",ChIJRZql1pBFIYQRdoD-DgnERhQ,3.7,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",17.0,"Universo, Educación, Puerto Vallarta",,restaurant
468,OPERATIONAL,"{'location': {'lat': 20.6611482, 'lng': -105.2367311}, 'viewport': {'northeast': {'lat': 20.6625037302915, 'lng': -105.2353612197085}, 'southwest': {'lat': 20.65980576970849, 'lng': -105.2380591802915}}}",Michelon,ChIJK3URKpFFIYQR3DygEyB-9wM,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",80.0,Mexico,,restaurant
469,OPERATIONAL,"{'location': {'lat': 20.6586918, 'lng': -105.2358629}, 'viewport': {'northeast': {'lat': 20.6600320802915, 'lng': -105.2345226197085}, 'southwest': {'lat': 20.6573341197085, 'lng': -105.2372205802915}}}",Tacos Huicho’s 1,ChIJpyKj369FIYQRXiiWgto0P0s,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Universo 2018A, La Aurora, Puerto Vallarta",,restaurant
470,OPERATIONAL,"{'location': {'lat': 20.6640363, 'lng': -105.2300118}, 'viewport': {'northeast': {'lat': 20.6654227802915, 'lng': -105.2286927197085}, 'southwest': {'lat': 20.66272481970849, 'lng': -105.2313906802915}}}",Kalahary Restaurant,ChIJz-rLDY5FIYQRzoKly6DsePo,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,Mexico,,restaurant
471,OPERATIONAL,"{'location': {'lat': 20.6623116, 'lng': -105.2289517}, 'viewport': {'northeast': {'lat': 20.66361988029151, 'lng': -105.2275888697085}, 'southwest': {'lat': 20.6609219197085, 'lng': -105.2302868302915}}}",Tacos Emma,ChIJu92bjhhFIYQR8nXwiYo-O5k,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Calle Portal Constitución 611, Jardines del Puerto, Puerto Vallarta",,restaurant
472,OPERATIONAL,"{'location': {'lat': 20.6609924, 'lng': -105.2375217}, 'viewport': {'northeast': {'lat': 20.6623913302915, 'lng': -105.2361994197085}, 'southwest': {'lat': 20.6596933697085, 'lng': -105.2388973802915}}}",El Habanero,ChIJsVwa6XxFIYQRZzJL9TKQb14,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",82.0,"Privada Politécnico Nacional 214, Educacion, Puerto Vallarta",,restaurant
473,OPERATIONAL,"{'location': {'lat': 20.6610185, 'lng': -105.2375355}, 'viewport': {'northeast': {'lat': 20.6624043802915, 'lng': -105.2362062697085}, 'southwest': {'lat': 20.6597064197085, 'lng': -105.2389042302915}}}",El Cora y El Pata Salada,ChIJ34HRcSdFIYQRDz-aM_PYuXw,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,"Avenida Politécnico 214 A, Educación, Puerto Vallarta",,restaurant
474,OPERATIONAL,"{'location': {'lat': 20.6609074, 'lng': -105.2284807}, 'viewport': {'northeast': {'lat': 20.6622270302915, 'lng': -105.2271694697085}, 'southwest': {'lat': 20.6595290697085, 'lng': -105.2298674302915}}}",Taqueria Jardines,ChIJs7ZLx_5FIYQR8W6TmccQb7U,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Avenida Boca de Tomatlan 532, Jardines del Puerto, Puerto Vallarta",,restaurant
475,OPERATIONAL,"{'location': {'lat': 20.6608081, 'lng': -105.2376053}, 'viewport': {'northeast': {'lat': 20.6622650802915, 'lng': -105.2363140697085}, 'southwest': {'lat': 20.6595671197085, 'lng': -105.2390120302915}}}",Kesalads,ChIJ45Efq7VFIYQRQORb31lx9cY,5.0,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2.0,"Calle Politécnico Nacional 214, Educación, Puerto Vallarta",,restaurant
476,OPERATIONAL,"{'location': {'lat': 20.6625798, 'lng': -105.228565}, 'viewport': {'northeast': {'lat': 20.6639469802915, 'lng': -105.2271584197085}, 'southwest': {'lat': 20.66124901970849, 'lng': -105.2298563802915}}}",El pambazo,ChIJF2iVt31FIYQRXvhKWhpFlBg,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Villa Colonial 575, Los Portales, Puerto Vallarta",,restaurant
477,OPERATIONAL,"{'location': {'lat': 20.6647828, 'lng': -105.2301041}, 'viewport': {'northeast': {'lat': 20.6661030302915, 'lng': -105.2287398197085}, 'southwest': {'lat': 20.66340506970849, 'lng': -105.2314377802915}}}",Taco Chelero,ChIJL4vSIJdFIYQR2HrAYaAjTmQ,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Calle Politécnico Nacional, Agua Zarca, Puerto Vallarta",,restaurant
478,OPERATIONAL,"{'location': {'lat': 20.6627056, 'lng': -105.2285455}, 'viewport': {'northeast': {'lat': 20.6640624802915, 'lng': -105.2271716197085}, 'southwest': {'lat': 20.6613645197085, 'lng': -105.2298695802915}}}",La Cocina De Portales,ChIJpyKZWY5FIYQRN5pURTVsb3k,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",9.0,"Villa Colonial 581, Los Portales, Puerto Vallarta",,restaurant
479,OPERATIONAL,"{'location': {'lat': 20.6625713, 'lng': -105.2321198}, 'viewport': {'northeast': {'lat': 20.6638826802915, 'lng': -105.2307661197085}, 'southwest': {'lat': 20.66118471970849, 'lng': -105.2334640802915}}}",Don Fofoy To Go,ChIJM2SMeTNFIYQRMLc0Kb4R-Nw,,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",,"Mar de Plata 134, Villas del Mar, Puerto Vallarta",,restaurant
480,OPERATIONAL,"{'location': {'lat': 20.6602464, 'lng': -105.2362323}, 'viewport': {'northeast': {'lat': 20.66158878029151, 'lng': -105.2349130697085}, 'southwest': {'lat': 20.6588908197085, 'lng': -105.2376110302915}}}","Taquería ""Los güeros""",ChIJEQRdA_RFIYQR7gMBab52qvU,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Universo 104, Educación, Puerto Vallarta",,restaurant
481,OPERATIONAL,"{'location': {'lat': 20.6586791, 'lng': -105.2360157}, 'viewport': {'northeast': {'lat': 20.6600512802915, 'lng': -105.2346435197085}, 'southwest': {'lat': 20.65735331970849, 'lng': -105.2373414802915}}}",Chena's burgers,ChIJ251Rr8lFIYQRVbYdHR_7vyA,5.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"frente ala iglesia, La Aurora, Puerto Vallarta",,restaurant
482,OPERATIONAL,"{'location': {'lat': 20.6496645, 'lng': -105.2391617}, 'viewport': {'northeast': {'lat': 20.6510681802915, 'lng': -105.2378470197085}, 'southwest': {'lat': 20.6483702197085, 'lng': -105.2405449802915}}}",Outback Puerto Vallarta,ChIJJdJkysJFIYQRRyoLsy5wN1I,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",2858.0,"Boulevard Francisco Medina Ascencio 4690, Zona Hotelera, Puerto Vallarta",,restaurant
483,OPERATIONAL,"{'location': {'lat': 20.6544305, 'lng': -105.2360973}, 'viewport': {'northeast': {'lat': 20.6557266802915, 'lng': -105.2347483197085}, 'southwest': {'lat': 20.6530287197085, 'lng': -105.2374462802915}}}",San Pietro,ChIJ76BUxJtFIYQRDFa2yBicMzY,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",14.0,"Mar Caribe 533, Palmar de Aramara, Puerto Vallarta",,restaurant
484,OPERATIONAL,"{'location': {'lat': 20.6539565, 'lng': -105.2358249}, 'viewport': {'northeast': {'lat': 20.6552683802915, 'lng': -105.2344758197085}, 'southwest': {'lat': 20.6525704197085, 'lng': -105.2371737802915}}}",Pollo Feliz,ChIJicrSwZtFIYQRy-MtnYRJiKI,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",208.0,"Océano Pacífico s/n, Palmar de Aramara, Puerto Vallarta",,restaurant
485,OPERATIONAL,"{'location': {'lat': 20.6567528, 'lng': -105.2396064}, 'viewport': {'northeast': {'lat': 20.6580499302915, 'lng': -105.2382790697085}, 'southwest': {'lat': 20.6553519697085, 'lng': -105.2409770302915}}}",Vips,ChIJdzycGcNFIYQRjub9818kfVw,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",1864.0,"Boulevard Francisco Medina Ascencio 2900, Puerto Vallarta",,restaurant
486,OPERATIONAL,"{'location': {'lat': 20.654702, 'lng': -105.235173}, 'viewport': {'northeast': {'lat': 20.6561461302915, 'lng': -105.2338272197085}, 'southwest': {'lat': 20.6534481697085, 'lng': -105.2365251802915}}}",LONCHERIA VIVEROS desayunos,ChIJT1EUuptFIYQRMKA8l-9ASuE,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",199.0,"Calle Prisciliano Sánchez, Palmar de Aramara, Puerto Vallarta",,restaurant
487,OPERATIONAL,"{'location': {'lat': 20.6547018, 'lng': -105.2350156}, 'viewport': {'northeast': {'lat': 20.6561483302915, 'lng': -105.2336698697085}, 'southwest': {'lat': 20.6534503697085, 'lng': -105.2363678302915}}}",Nikkei Sushi,ChIJEzLb7IRFIYQRmW-FxvJYXJo,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,"Calle Prisciliano Sánchez S/N, Palmar de Aramara, Puerto Vallarta",,restaurant
488,OPERATIONAL,"{'location': {'lat': 20.6555288, 'lng': -105.2354619}, 'viewport': {'northeast': {'lat': 20.65686648029151, 'lng': -105.2341862697085}, 'southwest': {'lat': 20.6541685197085, 'lng': -105.2368842302915}}}",Tacos y Arrieros MaryPaz,ChIJA2NhSppFIYQRBDnX79GTe-E,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",631.0,"48338, Universo 2002A, La Aurora, Puerto Vallarta",,restaurant
489,OPERATIONAL,"{'location': {'lat': 20.6500363, 'lng': -105.2399589}, 'viewport': {'northeast': {'lat': 20.6513580802915, 'lng': -105.2386597697085}, 'southwest': {'lat': 20.6486601197085, 'lng': -105.2413577302915}}}",Zeferino´s Pizza,ChIJrSYtH59FIYQRXloUxyOJtos,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",106.0,"Avenida Francisco Medina Ascencio 2700, Zona Hotelera Norte, Puerto Vallarta",,restaurant
490,OPERATIONAL,"{'location': {'lat': 20.654682, 'lng': -105.2349184}, 'viewport': {'northeast': {'lat': 20.6560325802915, 'lng': -105.2334580197085}, 'southwest': {'lat': 20.6533346197085, 'lng': -105.2361559802915}}}",Que Pollazo,ChIJaybidJlFIYQRRbn9eoOE2s0,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,"Mercado Palmar de Aramara, Prisciliano Sánchez s/n, Int. 7, Palmar de Aramara, Puerto Vallarta",,restaurant
491,OPERATIONAL,"{'location': {'lat': 20.6573513, 'lng': -105.2392199}, 'viewport': {'northeast': {'lat': 20.6588591302915, 'lng': -105.2379198197085}, 'southwest': {'lat': 20.6561611697085, 'lng': -105.2406177802915}}}",McDonald's,ChIJpesIf5dFIYQRHdF-xsBIkRY,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",591.0,"Avenida Francisco Medina Ascencio 2920, Puerto Vallarta",,restaurant
492,OPERATIONAL,"{'location': {'lat': 20.6500661, 'lng': -105.2408661}, 'viewport': {'northeast': {'lat': 20.6514891802915, 'lng': -105.2393703697085}, 'southwest': {'lat': 20.6487912197085, 'lng': -105.2420683302915}}}",Hacienda Buenaventura,ChIJayboE3ZFIYQRp0OqOHFdq6g,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",538.0,Mexico,,restaurant
493,OPERATIONAL,"{'location': {'lat': 20.6574039, 'lng': -105.2394841}, 'viewport': {'northeast': {'lat': 20.6589833302915, 'lng': -105.2384691697085}, 'southwest': {'lat': 20.6562853697085, 'lng': -105.2411671302915}}}",Domino's,ChIJL4_h0JlFIYQRunJWATA2tgw,4.2,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",413.0,"Boulevard Francisco Medina Ascencio No. 2920, Zona Hotelera Norte, Puerto Vallarta",,restaurant
494,OPERATIONAL,"{'location': {'lat': 20.6574156, 'lng': -105.239438}, 'viewport': {'northeast': {'lat': 20.6589891802915, 'lng': -105.2384461197085}, 'southwest': {'lat': 20.6562912197085, 'lng': -105.2411440802915}}}",Doña Tota,ChIJJ-Lw1ZlFIYQRqp8iApNcYsM,3.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",31.0,"Avenida Francisco Medina Ascencio 2920, Puerto Vallarta",,restaurant
495,OPERATIONAL,"{'location': {'lat': 20.6575, 'lng': -105.2391667}, 'viewport': {'northeast': {'lat': 20.6590502302915, 'lng': -105.2377210197085}, 'southwest': {'lat': 20.6563522697085, 'lng': -105.2404189802915}}}",SIRLOIN STOCKADE,ChIJ1e5D1plFIYQRSVm7y4QrCt8,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",2364.0,"Boulevard Francisco Medina Ascencio 2920, Educación, Puerto Vallarta",,restaurant
496,OPERATIONAL,"{'location': {'lat': 20.6574497, 'lng': -105.2395824}, 'viewport': {'northeast': {'lat': 20.6589951302915, 'lng': -105.2385183197085}, 'southwest': {'lat': 20.65629716970849, 'lng': -105.2412162802915}}}",Mariscos el Memín,ChIJsXx11JlFIYQRp3rKRE4X9bo,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",1559.0,"Avenida Francisco Medina Ascencio 2920, Puerto Vallarta",,restaurant
497,OPERATIONAL,"{'location': {'lat': 20.6575466, 'lng': -105.2393174}, 'viewport': {'northeast': {'lat': 20.6590546802915, 'lng': -105.2383858197085}, 'southwest': {'lat': 20.6563567197085, 'lng': -105.2410837802915}}}",Subway,ChIJYRFVlZdFIYQRE78csLXAKx8,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",412.0,"Avenida Francisco Medina Ascencio 2920, Villa Las Flores, Puerto Vallarta",,restaurant
498,OPERATIONAL,"{'location': {'lat': 20.6575993, 'lng': -105.239335}, 'viewport': {'northeast': {'lat': 20.6590810302915, 'lng': -105.2383946197085}, 'southwest': {'lat': 20.6563830697085, 'lng': -105.2410925802915}}}",Chiken house & Salads,ChIJK2mhfJdFIYQRB8F9-VJ5ipE,3.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",19.0,"Avenida Francisco Medina Ascencio 2920, Puerto Vallarta",,restaurant
499,OPERATIONAL,"{'location': {'lat': 20.657694, 'lng': -105.2398016}, 'viewport': {'northeast': {'lat': 20.6591283802915, 'lng': -105.2385840197085}, 'southwest': {'lat': 20.6564304197085, 'lng': -105.2412819802915}}}",Chili´s,ChIJw06ex6RIIYQR80sdI3RfLvw,4.1,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",1062.0,"Avenida Francisco Medina Ascencio 2920, Puerto Vallarta",,restaurant
500,OPERATIONAL,"{'location': {'lat': 20.6538186, 'lng': -105.2400464}, 'viewport': {'northeast': {'lat': 20.6552114302915, 'lng': -105.2387975697085}, 'southwest': {'lat': 20.6525134697085, 'lng': -105.2414955302915}}}",Cervecería Chapultepec Puerto Vallarta,ChIJWedYKphFIYQRWH1pK4S5DJE,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",1609.0,"Avendia, Boulevard Francisco Medina Ascencio, Puerto Vallarta",,restaurant
501,OPERATIONAL,"{'location': {'lat': 20.65187599999999, 'lng': -105.237739}, 'viewport': {'northeast': {'lat': 20.6532374302915, 'lng': -105.2364209197085}, 'southwest': {'lat': 20.65053946970849, 'lng': -105.2391188802915}}}",Las marquesitas,ChIJU5_lE_BFIYQRUCBA8iOvnHM,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,"Océano Indicó 435-447, Palmar de Aramara, Puerto Vallarta",,restaurant
502,OPERATIONAL,"{'location': {'lat': 20.6542064, 'lng': -105.2359939}, 'viewport': {'northeast': {'lat': 20.6556146302915, 'lng': -105.2346449197085}, 'southwest': {'lat': 20.6529166697085, 'lng': -105.2373428802915}}}",Mr.Burguer,ChIJAzaRxJtFIYQRepsab2oZ2Gs,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",235.0,"Mar Caribe 504, Palmar de Aramara, Puerto Vallarta",,restaurant
503,OPERATIONAL,"{'location': {'lat': 20.6547124, 'lng': -105.2361773}, 'viewport': {'northeast': {'lat': 20.6561406302915, 'lng': -105.2348305197085}, 'southwest': {'lat': 20.65344266970849, 'lng': -105.2375284802915}}}",Buffet King,ChIJsVW8z5tFIYQROPNh5ViUzKo,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",242.0,"Calle Prisciliano Sánchez 330-A, Palmar de Aramara, Puerto Vallarta",,restaurant
504,OPERATIONAL,"{'location': {'lat': 20.6544031, 'lng': -105.2359188}, 'viewport': {'northeast': {'lat': 20.6557129802915, 'lng': -105.2345698197085}, 'southwest': {'lat': 20.6530150197085, 'lng': -105.2372677802915}}}",Pasta Fresca Palmar De Aramara,ChIJFTqRxJtFIYQRrAp_nwPUE7Q,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",159.0,"Mar Caribe 503, Palmar de Aramara, Puerto Vallarta",,restaurant
505,OPERATIONAL,"{'location': {'lat': 20.6547425, 'lng': -105.2360828}, 'viewport': {'northeast': {'lat': 20.65615683029151, 'lng': -105.2347356197085}, 'southwest': {'lat': 20.6534588697085, 'lng': -105.2374335802915}}}",Herbalife Club,ChIJaXWrvw5FIYQRxrHabL7Cj48,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"136, Palmar de Aramara, Puerto Vallarta",,restaurant
506,OPERATIONAL,"{'location': {'lat': 20.6546609, 'lng': -105.2359498}, 'viewport': {'northeast': {'lat': 20.6561175802915, 'lng': -105.2346037697085}, 'southwest': {'lat': 20.6534196197085, 'lng': -105.2373017302915}}}",Heriberto Martin Covarrubias Torres,ChIJuSjidJlFIYQRcZpH4Z5Z5dE,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Calle Prisciliano Sánchez 140, Palmar de Aramara, Puerto Vallarta",,restaurant
507,OPERATIONAL,"{'location': {'lat': 20.65472, 'lng': -105.2359822}, 'viewport': {'northeast': {'lat': 20.6561467802915, 'lng': -105.2346353697085}, 'southwest': {'lat': 20.65344881970849, 'lng': -105.2373333302915}}}",Restaurate La Sirena,ChIJs5xSz5tFIYQRdpxcmyddMMo,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,"Prisciliano Sánchez s/n, Palmar de Aramara, Puerto Vallarta",,restaurant
508,OPERATIONAL,"{'location': {'lat': 20.6546397, 'lng': -105.2358949}, 'viewport': {'northeast': {'lat': 20.6561076302915, 'lng': -105.2345491697085}, 'southwest': {'lat': 20.6534096697085, 'lng': -105.2372471302915}}}",El Lanchero,ChIJaybidJlFIYQRV33rj1DCGJM,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",53.0,"Calle Prisciliano Sánchez 140, Puerto Vallarta",,restaurant
509,OPERATIONAL,"{'location': {'lat': 20.6543752, 'lng': -105.2356894}, 'viewport': {'northeast': {'lat': 20.6557054802915, 'lng': -105.2343404197085}, 'southwest': {'lat': 20.6530075197085, 'lng': -105.2370383802915}}}",La fondita buen día,ChIJrTyHKF5FIYQRvtZsW-RL76E,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Océano Pacífico 108, Palmar de Aramara, Puerto Vallarta",,restaurant
510,OPERATIONAL,"{'location': {'lat': 20.6548789, 'lng': -105.2358459}, 'viewport': {'northeast': {'lat': 20.6561963802915, 'lng': -105.2344960697085}, 'southwest': {'lat': 20.6534984197085, 'lng': -105.2371940302915}}}",Mi Lupita,ChIJodbu7AVFIYQR-lsDBKlD0PE,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",61.0,"Calle Prisciliano Sánchez 333, Palmar de Aramara, Puerto Vallarta",,restaurant
511,OPERATIONAL,"{'location': {'lat': 20.654647, 'lng': -105.2356729}, 'viewport': {'northeast': {'lat': 20.6560011302915, 'lng': -105.2342814697085}, 'southwest': {'lat': 20.6533031697085, 'lng': -105.2369794302915}}}",Taquitos Roque,ChIJFW1oyJtFIYQRWtwG_yd6ZKM,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",485.0,"Prisciliano Sánchez s/n, Palmar de Aramara, Puerto Vallarta",,restaurant
512,OPERATIONAL,"{'location': {'lat': 20.6548802, 'lng': -105.2357932}, 'viewport': {'northeast': {'lat': 20.6561976802915, 'lng': -105.2344433697085}, 'southwest': {'lat': 20.6534997197085, 'lng': -105.2371413302915}}}",Tacos de Mariscos Nancy,ChIJY_TNuJtFIYQR7QY-2k71bew,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",26.0,"Calle Prisciliano Sánchez #300, Palmar de Aramara, Puerto Vallarta",,restaurant
513,OPERATIONAL,"{'location': {'lat': 20.6539828, 'lng': -105.2353349}, 'viewport': {'northeast': {'lat': 20.6553208802915, 'lng': -105.2340182197085}, 'southwest': {'lat': 20.6526229197085, 'lng': -105.2367161802915}}}",Tamales Doña luz,ChIJPeHyPRRFIYQR1RrgTJHphJY,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Palmar de Aramara, Puerto Vallarta",,restaurant
514,OPERATIONAL,"{'location': {'lat': 20.6544451, 'lng': -105.2353824}, 'viewport': {'northeast': {'lat': 20.6560144802915, 'lng': -105.2340407697085}, 'southwest': {'lat': 20.6533165197085, 'lng': -105.2367387302915}}}",Delimar SeaFood,ChIJ317UeWFFIYQRp0ZQzcQCf4A,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Mercado, Mar Caribe 2000b, Palmar de Aramara, Puerto Vallarta",,restaurant
515,OPERATIONAL,"{'location': {'lat': 20.6546034, 'lng': -105.2353848}, 'viewport': {'northeast': {'lat': 20.6559462802915, 'lng': -105.2340894697085}, 'southwest': {'lat': 20.6532483197085, 'lng': -105.2367874302915}}}",Chipotles Burritas Marisco,ChIJu9E0uJtFIYQRxF6ShZhrvv8,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,"Océano Pacífico Poniente 2004A, Palmar de Aramara, Puerto Vallarta",,restaurant
516,OPERATIONAL,"{'location': {'lat': 20.6544101, 'lng': -105.2352989}, 'viewport': {'northeast': {'lat': 20.6557184302915, 'lng': -105.2339494697085}, 'southwest': {'lat': 20.6530204697085, 'lng': -105.2366474302915}}}",Carnitas El Sabor Natural Michoacano,ChIJ_Yw_uZtFIYQRGgHpqHQ3yPs,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",11.0,"Mercado Palmar Aramara, Océana Pacífico s/n, Local 24 y 25, Palmar de Aramara, Puerto Vallarta",,restaurant
517,OPERATIONAL,"{'location': {'lat': 20.6545029, 'lng': -105.2353308}, 'viewport': {'northeast': {'lat': 20.65584318029151, 'lng': -105.2340553697085}, 'southwest': {'lat': 20.6531452197085, 'lng': -105.2367533302915}}}",Guizos,ChIJQWwAX4lFIYQRkfL15nKuiNg,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Palmar de Aramara, Puerto Vallarta",,restaurant
518,OPERATIONAL,"{'location': {'lat': 20.65191069999999, 'lng': -105.2355311}, 'viewport': {'northeast': {'lat': 20.6532596302915, 'lng': -105.2342157697085}, 'southwest': {'lat': 20.65056166970849, 'lng': -105.2369137302915}}}",Restaurant Los Girasoles,ChIJrQXr8ZtFIYQR9TFl1oRKQiU,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",74.0,"Océano Pacífico #390, Puerto Vallarta",,restaurant
519,OPERATIONAL,"{'location': {'lat': 20.6539735, 'lng': -105.2351629}, 'viewport': {'northeast': {'lat': 20.6552799302915, 'lng': -105.2338227697085}, 'southwest': {'lat': 20.6525819697085, 'lng': -105.2365207302915}}}",Comida Taiwanesa,ChIJXZbtn5tFIYQRurEdcu64o_g,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",56.0,"Mar de Cortes 521, Palmar de Aramara, Puerto Vallarta",,restaurant
520,OPERATIONAL,"{'location': {'lat': 20.6553414, 'lng': -105.2357304}, 'viewport': {'northeast': {'lat': 20.6566903802915, 'lng': -105.2343814197085}, 'southwest': {'lat': 20.6539924197085, 'lng': -105.2370793802915}}}",Tacos Marypaz,ChIJgSrRyptFIYQR0lPSgbtIH74,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",64.0,"La Aurora, Puerto Vallarta",,restaurant
