rating_x,user_ratings_total_x,num_restaurants,rest_mean_rating,num_bars,bars_mean_rating,num_art_galleries,art_gallery_mean_rating,num_gyms,gyms_mean_rating,num_shopping,shopping_mean_rating,num_tourist_attract,tourist_mean_rating,num_casinos,num_supermarkets,supermarkets_mean_rating
71,5.0,5.0,60,4.303571428571429,16,4.4,0,4.76062109252212,4,4.199999999999998,12,4.314285714285714,2,4.75,2,2,4.05
72,4.3,29.0,60,4.354545454545454,19,4.266666666666667,1,4.76062109252212,7,4.033333333333334,8,4.34,2,4.75,1,4,4.166666666666667
73,4.6,1704.0,60,4.283636363636364,16,4.4,0,4.76062109252212,5,4.3599999999999985,13,4.187499999999999,2,4.75,2,3,4.05
74,4.6,299.0,60,4.239622641509436,20,4.470588235294118,0,4.76062109252212,9,4.5125,14,4.2,2,4.75,2,5,4.05
75,4.3,4.0,60,4.318518518518518,19,4.28125,0,4.76062109252212,4,4.199999999999998,8,4.159999999999998,2,4.75,2,4,4.033333333333334
76,4.3,11.0,60,4.281818181818182,16,4.4,0,4.76062109252212,5,4.3599999999999985,13,4.187499999999999,2,4.75,2,3,4.05
77,4.5,22.0,60,4.406896551724138,20,4.266666666666668,1,4.76062109252212,6,3.98,9,4.3,6,4.466666666666667,3,4,4.266666666666667
78,4.6,44.0,60,4.291071428571429,16,4.4,0,4.76062109252212,5,4.3599999999999985,13,4.187499999999999,2,4.75,2,3,4.05
79,4.1,5012.0,60,4.261818181818182,17,4.392857142857143,0,4.76062109252212,5,4.3599999999999985,12,4.187499999999999,2,4.75,2,2,4.05
80,4.5,33.0,60,4.258181818181819,20,4.458823529411765,0,4.76062109252212,6,4.45,14,4.2,1,4.9,2,4,4.05
81,4.6,926.0,60,4.3359999999999985,12,4.55,0,4.76062109252212,15,4.709999999999999,15,4.358333333333333,1,4.3,1,4,4.325
82,4.0,523.0,60,4.335849056603774,18,4.5588235294117645,0,4.76062109252212,19,4.676923076923076,16,4.3538461538461535,1,4.3,1,6,4.325
83,4.0,1461.0,60,4.342307692307694,14,4.5,0,4.76062109252212,10,4.6625,14,4.345454545454545,0,4.589234597010132,1,5,4.325
84,4.5,2143.0,60,4.159259259259258,19,4.4875,0,4.76062109252212,8,4.5,14,4.17,0,4.589234597010132,2,3,4.05
85,4.0,945.0,60,4.335849056603773,19,4.561111111111113,0,4.76062109252212,17,4.663636363636363,16,4.3538461538461535,1,4.3,1,6,4.325
86,4.4,3078.0,60,4.374545454545454,19,4.527777777777779,0,4.76062109252212,11,4.6625000000000005,16,4.3538461538461535,0,4.589234597010132,1,5,4.366666666666666
87,4.9,7.0,60,4.501818181818182,22,4.557142857142857,0,4.76062109252212,14,4.618181818181818,19,4.325,2,4.5,1,8,4.42
88,4.4,369.0,60,4.307547169811322,21,4.511111111111111,0,4.76062109252212,8,4.614285714285714,14,4.209999999999999,0,4.589234597010132,2,3,4.05
89,4.4,74.0,60,4.3452830188679235,18,4.5588235294117645,0,4.76062109252212,19,4.676923076923077,16,4.3538461538461535,1,4.3,1,6,4.325
90,5.0,3.0,60,4.394642857142856,20,4.5578947368421066,0,4.76062109252212,18,4.699999999999998,18,4.324999999999998,0,4.589234597010132,1,7,4.46
91,4.5,264.0,60,4.185185185185185,20,4.4823529411764715,0,4.76062109252212,8,4.5,13,4.188888888888889,0,4.589234597010132,2,3,4.05
92,4.4,84.0,60,4.4431034482758625,20,4.552631578947368,0,4.76062109252212,12,4.699999999999998,18,4.2799999999999985,1,4.589234597010132,1,7,4.425
93,4.3,86.0,60,4.451785714285714,20,4.552631578947368,0,4.76062109252212,12,4.699999999999998,18,4.2799999999999985,1,4.589234597010132,1,7,4.425
94,5.0,18.0,60,4.4519230769230775,21,4.550000000000002,0,4.76062109252212,10,4.6625,18,4.28,2,4.5,1,7,4.425
95,4.8,4.0,60,4.354901960784313,20,4.523529411764706,0,4.76062109252212,9,4.614285714285715,12,4.255555555555556,2,4.5,1,7,4.425
96,4.1,22.0,60,4.335849056603773,16,4.5,0,4.76062109252212,19,4.676923076923076,14,4.358333333333333,1,4.3,1,5,4.325
97,4.8,660.0,60,4.325490196078431,13,4.5307692307692315,0,4.76062109252212,16,4.663636363636363,15,4.358333333333333,1,4.3,1,4,4.325
98,4.0,23.0,60,4.401785714285714,19,4.511111111111111,0,4.76062109252212,20,4.707142857142856,15,4.407692307692306,1,4.3,1,7,4.46
99,4.5,100.0,60,4.19811320754717,18,4.5,0,4.76062109252212,8,4.5,13,4.188888888888889,0,4.589234597010132,2,3,4.05
100,4.0,45.0,60,4.231481481481482,17,4.5,0,4.76062109252212,7,4.614285714285714,14,4.17,0,4.589234597010132,2,3,4.05
101,4.4,3549.0,60,4.413461538461538,17,4.48,0,4.76062109252212,17,4.754545454545454,12,4.4727272727272736,1,4.3,0,2,4.6
102,4.0,3007.0,60,4.502173913043479,23,4.378947368421051,2,5.0,23,4.658823529411765,7,4.633333333333334,1,4.3,0,3,4.6
103,4.6,3173.0,60,4.5219999999999985,20,4.476470588235294,0,4.76062109252212,19,4.791666666666667,8,4.5625,1,4.3,0,2,4.6
104,4.4,370.0,60,4.494117647058824,21,4.483333333333333,1,4.76062109252212,22,4.760000000000002,9,4.611111111111111,1,4.3,0,3,4.733333333333333
105,4.6,1985.0,60,4.526,20,4.476470588235294,0,4.76062109252212,19,4.791666666666667,8,4.5625,1,4.3,0,2,4.6
106,3.9,387.0,60,4.448936170212766,22,4.394444444444444,1,4.76062109252212,25,4.655555555555555,8,4.6625,1,4.3,0,3,4.6
107,3.8,339.0,60,4.47037037037037,19,4.48125,0,4.76062109252212,20,4.776923076923077,11,4.4727272727272736,1,4.3,0,4,4.733333333333333
108,4.2,23.0,60,4.482692307692308,20,4.470588235294118,1,4.76062109252212,22,4.786666666666666,9,4.611111111111111,1,4.3,0,3,4.733333333333333
109,4.4,592.0,60,4.4759259259259245,19,4.48125,0,4.76062109252212,20,4.776923076923077,11,4.4727272727272736,1,4.3,0,4,4.733333333333333
110,4.6,114.0,60,4.526,20,4.476470588235294,0,4.76062109252212,19,4.791666666666667,8,4.5625,1,4.3,0,2,4.6
111,4.3,1215.0,60,4.4407407407407415,19,4.48125,0,4.76062109252212,20,4.792857142857144,14,4.516666666666667,1,4.3,0,4,4.366666666666666
112,4.6,7.0,60,4.466666666666667,18,4.507142857142857,1,4.76062109252212,20,4.764285714285714,6,4.633333333333334,1,4.3,0,1,4.2
113,5.0,2.0,60,4.478571428571429,21,4.5150000000000015,0,4.76062109252212,19,4.807692307692308,15,4.45,0,4.589234597010132,0,6,4.525
114,3.9,588.0,60,4.439215686274509,21,4.511764705882351,1,4.76062109252212,23,4.6875,8,4.6625,1,4.3,0,3,4.733333333333333
115,5.0,4.0,60,4.535849056603773,20,4.494117647058824,1,4.76062109252212,22,4.7733333333333325,9,4.611111111111111,1,4.3,0,4,4.733333333333333
116,4.6,44.0,60,4.503846153846154,20,4.4705882352941195,1,4.76062109252212,21,4.771428571428571,9,4.611111111111111,1,4.3,0,3,4.733333333333333
117,5.0,5.0,60,4.504166666666666,20,4.525,1,4.76062109252212,24,4.8,8,4.6625,1,4.3,0,3,4.733333333333333
118,4.1,85.0,60,4.464150943396227,19,4.476470588235294,0,4.76062109252212,20,4.792857142857144,11,4.4727272727272736,1,4.3,0,4,4.733333333333333
119,4.8,33.0,60,4.441071428571427,20,4.466666666666667,0,4.76062109252212,20,4.792857142857144,13,4.516666666666667,1,4.3,0,5,4.525
120,4.2,206.0,60,4.502173913043479,23,4.378947368421051,2,5.0,23,4.658823529411765,7,4.633333333333334,1,4.3,0,3,4.6
121,4.5,6.0,60,4.370588235294116,16,4.464285714285714,0,4.76062109252212,18,4.775,13,4.4727272727272736,1,4.3,0,3,4.366666666666666
122,4.5,4687.0,60,4.432608695652174,24,4.365,4,4.8,24,4.638888888888889,4,4.6000000000000005,1,4.3,0,4,4.4
123,4.2,11.0,60,4.5085106382978735,21,4.441176470588236,1,4.76062109252212,24,4.655555555555555,5,4.7,0,4.589234597010132,0,6,4.55
124,4.6,37.0,60,4.447916666666667,33,4.3392857142857135,4,4.8,23,4.629411764705882,4,4.75,1,4.3,0,6,4.333333333333333
125,4.5,12.0,60,4.531914893617022,28,4.366666666666667,4,4.8,27,4.655,5,4.6000000000000005,1,4.3,0,4,4.4
126,3.7,32.0,60,4.426923076923077,37,4.390625,5,4.8,25,4.684210526315789,5,4.75,0,4.589234597010132,0,7,4.325
127,4.2,51.0,60,4.396296296296296,37,4.3875,5,4.8,25,4.657894736842105,4,4.5,2,4.75,0,7,4.46
128,4.3,2726.0,60,4.347368421052631,60,4.403636363636363,37,4.760714285714285,17,4.800000000000002,8,4.6000000000000005,23,4.672222222222223,1,6,4.300000000000002
129,4.3,351.0,60,4.416981132075472,60,4.394444444444444,33,4.7375,16,4.790000000000001,6,4.65,13,4.55,1,7,4.300000000000002
130,4.3,831.0,60,4.4245283018867925,60,4.388888888888888,33,4.7375,16,4.79,6,4.65,13,4.55,1,8,4.300000000000002
131,4.2,1432.0,60,4.426415094339623,60,4.388888888888889,33,4.7375,15,4.766666666666668,6,4.65,13,4.55,1,8,4.300000000000002
132,4.3,3.0,60,4.405454545454545,60,4.401851851851851,36,4.751851851851852,17,4.800000000000002,8,4.6000000000000005,19,4.6571428571428575,1,6,4.300000000000002
133,4.4,118.0,60,4.413207547169812,60,4.383636363636364,29,4.75,16,4.73,6,4.65,13,4.55,1,8,4.300000000000002
134,4.8,67.0,60,4.4271186440677965,60,4.44,40,4.77,13,4.842857142857143,8,4.6000000000000005,27,4.65,1,6,4.25
135,4.3,717.0,60,4.453571428571427,50,4.4361702127659575,12,4.6571428571428575,20,4.642857142857143,5,4.65,5,4.42,1,8,4.325
136,4.3,10.0,60,4.416981132075472,60,4.3925925925925915,33,4.7375,16,4.790000000000001,6,4.65,13,4.55,1,7,4.300000000000002
137,4.9,27.0,60,4.351851851851851,60,4.416666666666667,36,4.751851851851852,16,4.800000000000002,9,4.6000000000000005,16,4.627272727272729,1,7,4.300000000000002
138,4.3,4.0,60,4.461818181818182,47,4.447727272727271,10,4.6571428571428575,19,4.615384615384616,6,4.766666666666667,3,4.5,1,7,4.325
139,3.9,344.0,60,4.446428571428573,60,4.4407407407407415,22,4.71875,18,4.608333333333333,6,4.65,10,4.42,1,8,4.300000000000002
140,4.1,23.0,60,4.427272727272729,60,4.422222222222223,36,4.7518518518518515,16,4.800000000000002,7,4.6000000000000005,17,4.633333333333334,1,6,4.300000000000002
141,4.9,7.0,60,4.409090909090909,60,4.412962962962963,36,4.751851851851852,16,4.800000000000002,8,4.6000000000000005,19,4.6571428571428575,1,6,4.300000000000002
142,4.3,137.0,60,4.39622641509434,60,4.412962962962963,36,4.751851851851852,16,4.800000000000002,7,4.6000000000000005,17,4.633333333333333,1,7,4.300000000000002
143,5.0,1.0,60,4.4206896551724135,60,4.412727272727274,37,4.753571428571427,15,4.775,8,4.6000000000000005,24,4.663157894736842,1,6,4.300000000000002
144,4.5,53.0,60,4.328070175438596,60,4.394444444444445,37,4.760714285714285,17,4.800000000000002,8,4.6000000000000005,23,4.672222222222223,1,6,4.300000000000002
145,5.0,2.0,60,4.411111111111111,47,4.437777777777779,18,4.769230769230768,17,4.572727272727271,7,4.766666666666667,4,4.5,1,9,4.340000000000002
146,4.6,25.0,60,4.41090909090909,60,4.4,36,4.751851851851852,16,4.800000000000002,7,4.6000000000000005,17,4.633333333333333,1,7,4.300000000000002
147,4.0,109.0,60,4.4125000000000005,60,4.405555555555555,22,4.71875,17,4.572727272727271,6,4.65,10,4.42,1,8,4.300000000000002
148,4.4,188.0,60,4.4719298245614025,60,4.463636363636363,44,4.778125000000001,11,4.739999999999998,12,4.675,31,4.6269230769230765,1,8,4.583333333333333
149,4.3,114.0,60,4.40677966101695,60,4.427272727272729,42,4.777419354838711,13,4.842857142857143,11,4.642857142857143,28,4.639130434782608,1,6,4.25
150,4.1,9.0,60,4.525490196078431,43,4.45,29,4.738095238095238,7,4.866666666666666,4,4.65,12,4.5125,1,4,4.466666666666666
151,5.0,2.0,60,4.446428571428571,47,4.447727272727271,12,4.6571428571428575,18,4.608333333333333,6,4.766666666666667,3,4.5,1,8,4.325
152,5.0,1.0,60,4.433333333333334,60,4.4407407407407415,22,4.71875,19,4.615384615384615,6,4.65,9,4.42,1,8,4.300000000000002
153,5.0,2.0,60,4.4,60,4.414545454545455,42,4.77741935483871,13,4.842857142857143,11,4.642857142857143,28,4.639130434782608,1,6,4.25
154,3.9,1295.0,60,4.512727272727274,60,4.476666666666668,60,4.8100000000000005,12,4.5125,13,4.711111111111111,39,4.676470588235294,0,11,4.533333333333333
155,4.3,826.0,60,4.514545454545455,60,4.479661016949152,60,4.8675000000000015,11,4.628571428571427,13,4.711111111111111,36,4.677419354838711,0,10,4.585714285714286
156,4.5,426.0,60,4.512727272727274,60,4.4816666666666665,60,4.8100000000000005,12,4.5125,13,4.711111111111111,39,4.6764705882352935,0,11,4.6
157,3.9,430.0,60,4.538181818181818,60,4.489999999999998,60,4.814634146341462,13,4.5125,13,4.711111111111111,33,4.699999999999998,0,12,4.43
158,3.8,197.0,60,4.541818181818182,60,4.486666666666667,60,4.862500000000002,12,4.628571428571429,13,4.711111111111111,34,4.699999999999998,0,12,4.43
159,3.9,285.0,60,4.5218181818181815,60,4.455357142857143,57,4.815,12,4.614285714285714,13,4.655555555555555,34,4.634482758620691,1,9,4.614285714285714
160,4.0,143.0,60,4.512727272727274,60,4.485,60,4.81,12,4.5125,13,4.711111111111111,39,4.676470588235294,0,11,4.6
161,3.8,126.0,60,4.538181818181818,60,4.4816666666666665,60,4.814634146341462,13,4.5125,13,4.711111111111111,33,4.699999999999998,0,12,4.43
162,4.9,118.0,60,4.53090909090909,60,4.475,60,4.821428571428571,13,4.637499999999998,14,4.69,35,4.6466666666666665,1,9,4.614285714285715
163,4.4,9.0,60,4.57090909090909,60,4.486666666666666,60,4.821428571428571,13,4.6375,15,4.699999999999998,39,4.655882352941176,1,12,4.566666666666666
164,4.1,49.0,60,4.5375,60,4.48,52,4.841176470588235,13,4.5125,13,4.711111111111112,29,4.693103448275863,0,12,4.3900000000000015
165,4.6,63.0,60,4.5125,60,4.5216666666666665,51,4.839393939393941,13,4.5125,13,4.711111111111111,29,4.693103448275863,0,10,4.3625
166,4.2,423.0,60,4.516363636363637,60,4.4783333333333335,60,4.847500000000001,13,4.5125,14,4.711111111111111,35,4.699999999999998,0,12,4.39
167,4.5,161.0,60,4.530357142857143,60,4.493103448275861,55,4.841666666666668,13,4.5125,13,4.711111111111112,30,4.696666666666668,0,11,4.400000000000001
168,3.7,87.0,60,4.54,60,4.493333333333334,60,4.8619047619047615,12,4.628571428571429,13,4.711111111111111,34,4.699999999999998,0,13,4.427272727272729
169,4.6,190.0,60,4.54,60,4.483333333333333,60,4.825581395348837,12,4.6375,15,4.699999999999998,39,4.655882352941176,1,12,4.566666666666666
170,4.2,17.0,60,4.5339285714285715,60,4.475,52,4.841176470588237,13,4.5125,13,4.711111111111112,29,4.693103448275863,0,12,4.3900000000000015
171,4.4,34.0,60,4.53090909090909,60,4.48,60,4.8625,12,4.628571428571427,13,4.711111111111111,38,4.675757575757577,0,11,4.6
172,3.9,24.0,60,4.53090909090909,60,4.48,60,4.8625,12,4.628571428571427,13,4.711111111111111,38,4.675757575757577,0,11,4.6
173,4.4,105.0,60,4.57090909090909,60,4.4849999999999985,60,4.823809523809524,14,4.6375,15,4.699999999999998,39,4.655882352941176,1,12,4.566666666666666
174,4.5,115.0,60,4.516363636363637,60,4.489830508474576,60,4.861363636363637,11,4.628571428571427,15,4.699999999999998,38,4.675757575757577,0,11,4.6000000000000005
175,4.3,44.0,60,4.5181818181818185,60,4.477966101694915,60,4.8690476190476195,11,4.628571428571427,14,4.74,38,4.6757575757575776,0,11,4.6000000000000005
176,5.0,2.0,60,4.53090909090909,60,4.4816666666666665,60,4.8625,12,4.628571428571427,13,4.711111111111111,38,4.675757575757577,0,11,4.6
177,4.7,188.0,60,4.543636363636363,60,4.476666666666667,60,4.858139534883722,12,4.628571428571427,15,4.699999999999998,38,4.675757575757575,0,13,4.43
178,4.8,60.0,60,4.52,60,4.455357142857143,57,4.815,12,4.614285714285714,13,4.655555555555555,34,4.634482758620691,1,9,4.614285714285714
179,4.6,190.0,60,4.514814814814814,60,4.451785714285714,56,4.812820512820513,10,4.56,13,4.655555555555555,33,4.625,1,8,4.633333333333333
180,5.0,7.0,60,4.519298245614037,60,4.45,51,4.797222222222222,10,4.56,13,4.655555555555555,32,4.611111111111111,1,8,4.583333333333333
181,4.9,18.0,60,4.52280701754386,60,4.45,52,4.802702702702703,11,4.633333333333333,13,4.655555555555555,33,4.625,1,7,4.7
182,3.8,57.0,60,4.525,60,4.471666666666667,59,4.8100000000000005,13,4.5125,13,4.711111111111112,33,4.699999999999998,0,12,4.3900000000000015
